196541,EDI,2018,Barbara BALOGOVÁ: Percepcia chasidských princípov vo filozofickom myslení Martina Bubera, - 2018.,"[MIČKO, Ján (100%)]",0,[]
201323,EDI,2018,"Márai,Sándor. Denníky 2.", - 2018.,"[MIČKO, Ján (100%)]",0,[]
204632,EDI,2019,"Ližičiar,M. - Exorcista Elias Vella", - 2019.,"[MIČKO, Ján (100%)]",0,[]
81731,EDJ,2003,Henszlmann Imre 1813-1888, - 2003.,"[HALÁSZ, Juraj (50%) - CHABOVÁ, Marcela (50%)]",0,[]
48493,EDJ,2005,Sociologicko-psychologické príčiny ústupu čítania beletrie pred elektronickými médiami, - 2005.,"[PEŠEKOVÁ, Mária (60%) - KOTEK, Tichomír (40%)]",0,[]
81733,EDJ,2005,Kassa 19181919, - 2005.,"[KISS, Štefan (50%) - CHABOVÁ, Marcela (50%)]",0,[]
110025,EDJ,2011,Túžba zostať mladým ako vzor dnešnej spoločnosti," - Prešov : Grafotlač Prešov, s.r.o. - 2011.","[GLUCHMAN, Martin (100%)]",0,[]
0015994,FAI,1998,Chirurgická liečba chronického stredoušného zápalu," - Bratislava : USPO, - 1998. - 141 s.. - ISBN 80-88717-33-7.","[KOVAĽ, Juraj - NEMČOKOVÁ, Viera]",0,[]
57329,FAI,2003,Zborník príspevkov zo 6. konferencie Spoločnosti učiteľov nemeckého jazyka a germanistov Slovenska 4.-7.9.2002," - 1. vyd. - Bratislava : SUNG, - 2003. - 304 s. - ISBN 80-88922-72-0.","[PAVLOVOVÁ, Janka - HANULJAKOVÁ, Helena]",0,[]
48573,FAI,2004,Cudzie jazyky komunikatívne - efektívne - kvalifikovane," - 1. vyd. - Košice : UPJŠ, - 2004. - 362 s. - ISBN 80-7097-571-7.","[MIHÓKOVÁ, Kristína (100%)]",0,[]
57331,FAI,2004,Cudzie jazyky komunikatívne - efektívne - kvalifikovane 20.-21. mája 2004 v Košiciach :," - 1. vyd. - Košice : Univerzita Pavla Jozefa Šafárika, - 2004. - 362 s. - ISBN 80-7097-571-7.","[ŠIMON, František - PAVLOVOVÁ, Janka - MIHÓKOVÁ, Kristína]",0,[]
57326,FAI,2006,S cudzími jazykmi v Európe žiť - pracovať - študovať, - 1. vyd - Košice : KJ TU - 2006. - 12 strán + CD (zborník 138 strán). - ISBN 80-8073-672-3.,"[PAVLOVOVÁ, Janka - MIHÓKOVÁ, Kristína]",0,[]
93813,FAI,2008,Cudzie jazyky – celoživotná výzva, - 1. vyd - Košice : KJ TU - 2008. - 20 s. [CD-ROM]. - ISBN 978-80-553-0063-4.,"[PAVLOVOVÁ, Janka (50%) - MIHÓKOVÁ, Kristína (50%)]",0,[]
178003,FAI,2009,Multilingvalizmus - nová perspektíva Európy," - 1. vyd - Košice : TU, KJ - 2009. - 96 s.. - ISBN 978-80-553-0193-8.","[CZÉREOVÁ, Beáta (50%) - MAZUROVÁ, Helena (50%)]",0,[]
97161,FAI,2009,Forlang 2009, - 1. vyd - Košice : TU - 2009. - 24 s. + CD. - ISBN 978-80-553-0325-3.,"[KAŠČÁKOVÁ, Eva (50%) - MINARČÍKOVÁ, Zuzana (50%)]",0,[]
107879,FAI,2010,Humanitné vedy a ich význam pri vzdelávaní a rozvoji kľúčových kompetencií študentov vysokých škôl technického zamerania," - 1. vyd - Košice : TU, Katedra spoločenských vied - 2010. - 260 s.. - ISBN 978-80-553-0523-3.","[POLANOVÁ, Nataša (20%) - DŽUPKOVÁ, Helena (20%) - HREHOVÁ, Daniela (20%) - RAČKOVÁ, Mariana (20%) - ROHÁČOVÁ, Tatiana (20%)]",1,"['2013  [4] ČIPKÁR, Ján Spoločenskovednými disciplínami k humanizácii v procese globalizácie In: Úloha spoločenskovedných disciplín na technických univerzitách v procese globalizácie : zborník vedeckých prác : medzinárodné kolokvium : Bratislava, 27.6.2013 S. 15-28 ISBN: 978-80-227-3967-2']"
114297,FAI,2011,Forlang, - 1. vyd - Košice : TU - 2011. - 414 s.. - ISBN 978-80-553-0743-5.,"[KAŠČÁKOVÁ, Eva (50%) - ZVIRINSKÝ, Marek (50%)]",0,[]
123066,FAI,2012,Človek v spoločnosti, - 1. vyd. - Košice : TU - 2012. - 328 s.. - ISBN 978-80-553-0942-2.,"[DŽUPKOVÁ, Helena (50%) - ROHÁČOVÁ, Tatiana (50%)]",0,[]
127098,FAI,2012,Forlang, - 1. vyd. - Košice : TU - 2012. - 487 s. [CD-ROM]. - ISBN 978-80-553-0982-8.,"[KAŠČÁKOVÁ, Eva (50%) - MIHÓKOVÁ, Kristína (50%)]",0,[]
129506,FAI,2012,"Linguistic Training of Students of Universities of Non-philological Specialties in the Context of Bologna Process and Recommendations of the Common European Framework of Reference for Languages : Learning, Teaching and Assessment", - 1. vyd. - Odesa : ONAT - 2012. - 420 p.. - ISBN 978-966-7598-93-8.,"[ABRAMOV, V. Y. (12%) - KAŠČÁKOVÁ, Eva (12%) - PAVLOVOVÁ, Janka (12%) - RASCHMAN, Pavel (12%) - TARASENKO, L.V. (12%) - KHUSNULLINA, Y. A. (12%) - CHUGUNOVA, N. V. (12%) - SHULGAN, E. A. (16%)]",0,[]
131489,FAI,2013,Možnosti kultivácie osobnosti v technologickom veku, - 1. vyd. - Košice : TU - 2013. - 288 s. [CD-ROM]. - ISBN 978-80-553-1344-3.,"[DŽUPKOVÁ, Helena (25%) - HREHOVÁ, Daniela (25%) - RAČKOVÁ, Mariana (25%) - ROHÁČOVÁ, Tatiana (25%)]",0,[]
139692,FAI,2013,Forlang 2013, - 1. vyd. - Košice : TU - 2013. - 354 s.. - ISBN 978-80-553-1471-6.,"[KAŠČÁKOVÁ, Eva (50%) - MIHÓKOVÁ, Kristína (50%)]",0,[]
144606,FAI,2013,"Linguistic Training for University Students of Non-philological Specialties in the Context of Bologna Process and Recommendations of the Common European Framework of Reference for Languages: Learning, Teaching and Assessment"," - 1. vyd. - Odessa, Ukraine : A.S. Popov ONAT - 2013. - 345 p.. - ISBN 978-617-582-011-7.","[ABRAMOV, V.Y. (10%) - KAŠČÁKOVÁ, Eva (20%) - PAVLOVOVÁ, Janka (20%) - RASCHMAN, Pavel (10%) - TARASENKO, L.V. (10%) - KHUSNULLINA, Y.A. (10%) - CHUGUNOVA, N.V. (10%) - SHULGAN, E.A. (10%)]",0,[]
148948,FAI,2014,Spoločne proti drogám, - 1. vyd. - Košice : TU - 2014. - 177 s. [CD-ROM]. - ISBN 978-80-553-1732-8.,"[TKÁČOVÁ, Renáta (50%) - RAČKOVÁ, Mariana (50%)]",0,[]
152297,FAI,2014,Kvalifikácia pre budúcnosť, - 1. vyd. - Košice : TU - 2014. - 361 s. [CD-ROM]. - ISBN 978-80-553-1838-7.,"[HREHOVÁ, Daniela (50%) - JENČOVÁ, Anna (50%)]",0,[]
156109,FAI,2014,Linguistic Training of Students of Universities of Non-philological Specialities in the Context of Bologna Process and Recommendations of the Common European Framework of Reference for Languages, - 1. vyd. - Odesa : A.S. Popov ONAT - 2014. - 384 p.. - ISBN 978-966-8484-52-0.,"[ABRAMOV, V. Y. (10%) - KAŠČÁKOVÁ, Eva (20%) - PAVLOVOVÁ, Janka (20%) - RASCHMAN, Pavel (10%) - TARASENKO, L. V. (10%) - KHUSNULLINA, Y. A. (10%) - CHUGUNOVA, N. V. (10%) - SHULGAN, Elena (10%)]",0,[]
156670,FAI,2014,Problémy a perspektívy adaptačného procesu na vysokoškolské štúdium, - 1. vyd. - Košice : TU - 2014. - 339 s.. - ISBN 978-80-553-1871-4.,"[DŽUPKOVÁ, Helena (50%) - PALAŠČÁKOVÁ, Daniela (50%)]",0,[]
161825,FAI,2015,Vysokoškolská edukácia pre potreby súčasného kreatívneho podnikateľského prostredia, - 1. vyd. - Košice : TU - 2015. - 260 s. [CD-ROM]. - ISBN 978-80-553-2221-6.,"[HREHOVÁ, Daniela (50%) - JENČOVÁ, Anna (50%)]",0,[]
161826,FAI,2015,Inovatívne metódy a formy vysokoškolskej edukácie pre skvalitnenie prípravy absolventov pre kreatívne podnikateľské prostredie, - 1. vyd. - Košice : TU - 2015. - 78 s. [CD-ROM]. - ISBN 978-80-553-2179-0.,"[HREHOVÁ, Daniela (50%) - JENČOVÁ, Anna (50%)]",0,[]
163456,FAI,2015,FORLANG Cudzie jazyky v akademickom prostredí, - 1. vyd. - Košice : TU - 2015. - 241 s.. - ISBN 9788055322469.,"[KAŠČÁKOVÁ, Eva (75%) - MIHÓKOVÁ, Kristína (25%)]",0,[]
164836,FAI,2015,Základy podnikateľských zručností pre neekonómov : Humanitné a spoločenskovedné aspekty podnikania : Vysokoškolská učebnica 2. časť, - 1. vyd. - Košice : TU - 2015. - 259 s.. - ISBN 9788055323190.,"[HREHOVÁ, Daniela (100%)]",1,"['2018  [4] JENČOVÁ, Anna Zisťovanie kvality života študentov VŠ v rámci klinického prístupu In: Kvalita života a zodpovedné - nerizikové správanie S. 23-27 ISBN: 978-80-553-2976-5']"
164837,FAI,2015,Základy podnikateľských zručností pre neekonómov : Ekonomické a manažérske aspekty podnikania : Vysokoškolská učebnica 1. časť, - 1. vyd. - Košice : TU - 2015. - 240 s.. - ISBN 978-80-553-2318-3.,"[HREHOVÁ, Daniela (100%)]",1,"['2016  [4] JENČOVÁ, Anna Podnikateľ a možnosti jeho psychologického a filozofického ukotvenia In: Človek - technika - kultúra S. 67-70 ISBN: 978-80-553-2598-9']"
173798,FAI,2016,Teoreticko-praktické pohľady na problémy súčasnej spoločnosti, - 1. vyd - Košice : KSV TU - 2016. - 162 s.. - ISBN 978-80-553-2590-3.,"[TKÁČOVÁ, Renáta (50%) - HORENSKÝ, Marián (50%)]",0,[]
180887,FAI,2016,"Linguistic training of students of universities of non-philological specialities in the context of Bologna process and recommendations of the common european framework of reference for languages learning, teaching and assessment", - 1.vyd - Odessa : ONAT - 2016. - 288 p.. - ISBN 978-617-7424-26-9.,"[ISTRATE, S.L. (10%) - KAŠČÁKOVÁ, Eva (30%) - LUMNITZER, Ervin (10%) - PAVLOVOVÁ, Janka (10%) - PONOMARENKO, I.V. (10%) - TARASENKO, L.V. (10%) - CHUGUNOVA, N.V. (10%) - SHULGAN, O.O. (10%)]",0,[]
181374,FAI,2017,"Vysokoškolská telesná výchova a šport, pohybová aktivita a zdravý životný štýl", - 1.vyd - Košice : TU - 2017. - 116 s.. - ISBN 978-80-553-3148-5.,"[HLAVÁČOVÁ, Jana (34%) - TIMKOVIČ, Matej (33%) - VOJTAŠKO, Ľuboš (33%)]",0,[]
185271,FAI,2017,Vysoké školy ako motory rozvoja vedomostí a zručností absolventov pre globálny trh práce, - 1. vyd - Košice : TU - 2017. - 75 s.. - ISBN 978-80-553-3199-7.,"[HREHOVÁ, Daniela (100%)]",0,[]
185272,FAI,2017,Univerzitná príprava absolventov  pre potreby globálneho trhu, - 1. vyd - Košice : TU - 2017. - 306 s.. - ISBN 987-80-553-2800-3.,"[HREHOVÁ, Daniela (100%)]",1,"['2017  [4] ROHÁČOVÁ, Tatiana - DŽUPKOVÁ, Helena Príprava na globálny trh práce z pohľadu vývinového obdobia mladej dospelosti In: Genéza vývoja profilu študenta pre potreby globálneho trhu práce: Zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 50-57 ISBN: 978-80-553-2866-9']"
186881,FAI,2017,Genéza vývoja profilu študenta pre potreby globálneho trhu práce, - 1. vyd - Košice : TU - 2017. - 292 s.. - ISBN 978-80-553-2866-9.,"[HREHOVÁ, Daniela (100%)]",0,[]
187071,FAI,2017,Edukácia študentov pre potreby globálneho trhu práce, - 1. vyd - Košice : TU - 2017. - 60 s.. - ISBN 978-80-553-2690-0.,"[HREHOVÁ, Daniela (100%)]",0,[]
187169,FAI,2017,25 rokov vzdelávania na UTV v Košiciach, - 1. vyd - Košice : TU - 2017. - 21 s. - ISBN 978-80-553-2695-5.,"[TKÁČOVÁ, Renáta (50%) - RAČKOVÁ, Mariana (50%)]",0,[]
191185,FAI,2017,"Linguistic training of students of universities of non-philological specialities in the context of Bologna process and recommendations of the common European framework of reference for languages: learning, teaching and assessment", - 1. vyd - Odessa : ONAT - 2017. - 316 p.. - ISBN 978-617-7424-98-6.,"[ISTRATE, S.L. (10%) - KAŠČÁKOVÁ, Eva (20%) - LUMNITZER, Ervin (10%) - PAVLOVOVÁ, Janka (20%) - PONOMARENKO, I.V. (10%) - TARASENKO, L.V. (10%) - CHUGUNOVA, N.V. (10%) - SHULGAN, O.O. (10%)]",0,[]
191187,FAI,2017,FORLANG Cudzie jazyky v akademickom prostredí," - 1. vyd - Košice : Technická univerzita, Katedra jazykov - 2017. - 441 s.. - ISBN 978-80-553-2843-0.","[KAŠČÁKOVÁ, Eva (50%) - KOŽARÍKOVÁ, Henrieta (50%)]",0,[]
194466,FAI,2018,Kvalita života a zodpovedné - nerizikové správanie, - 1. vyd. - Košice : Technická univerzita - 2018. - 86 s. [CD-ROM]. - ISBN 978-80-553-2976-5.,"[TKÁČOVÁ, Renáta (50%) - RAČKOVÁ, Mariana (50%)]",0,[]
198537,FAI,2018,Edukácia pre globálny trh práce, - 1. vyd. - Košice : Technická univerzita v Košiciach - 2018. - 63 s. [CD-ROM]. - ISBN 978-80-553-3407-3.,"[HREHOVÁ, Daniela (100%)]",0,[]
198538,FAI,2018,Sociálne a psychologické aspekty globálneho trhu práce, - 1. vyd. - Košice : Technická univerzita v Košiciach - 2018. - 357 s. [CD-ROM]. - ISBN 978-80-553-2739-6.,"[HREHOVÁ, Daniela (50%) - JANOŠKOVÁ, Mária Ria (50%)]",0,[]
198948,FAI,2018,Osobnostný a sociálny rozvoj ako základ efektívnej prevencie v škole, - 1. vyd. - Košice : Technická univerzita v Košiciach - 2018. - 131 s. [CD-ROM]. - ISBN 978-80-553-3203-1.,"[RAČKOVÁ, Mariana (50%) - TKÁČOVÁ, Renáta (50%)]",0,[]
201254,FAI,2018,Metodické materiály k zručnostiam pre globálny trh práce a podnikanie, - 1. vyd. - Košice : Technická univerzita v Košiciach - 2018. - 214 s. [CD-ROM]. - ISBN 978-80-553-3200-0.,"[HREHOVÁ, Daniela (50%) - JANOŠKOVÁ, Mária Ria (50%)]",0,[]
201654,FAI,2018,Linguistic training of students of universities of non-philological specialities, - 1. vyd. - Odessa : O.S. Popov ONAT - 2018. - 244 s. [print]. - ISBN 978-617-7613-42-7.,"[ISTRATE, S.L. (10%) - KAŠČÁKOVÁ, Eva (20%) - LUMNITZER, Ervin (10%) - PAVLOVOVÁ, Janka (20%) - PONOMARENKO, Volodymyr (10%) - TARASENKO, L.V. (10%) - CHUGUNOVA, N.V. (10%) - SHULGAN, O.O. (10%)]",0,[]
202031,FAI,2018,Zručnosti pre globálny trh práce a podnikanie, - 1. vyd. - Košice : Technická univerzita v Košiciach - 2018. - 261 s. [print]. - ISBN 978-80-553-2798-3.,"[HREHOVÁ, Daniela (50%) - JANOŠKOVÁ, Mária Ria (50%)]",0,[]
205551,FAI,2019,"Vysokoškolská telesná výchova a šport, pohybová aktivita a zdravý životný štýl 2019, roč. 2"," - 1. vyd. - Košice : Technická univerzita v Košiciach - 2019. - 250 s. [print, CD-ROM]. - ISBN 978-80-553-3306-9.","[VOJTAŠKO, Ľuboš (50%) - HLAVÁČOVÁ, Jana (25%) - TIMKOVIČ, Matej (25%)]",0,[]
BPČ/4633,GAI,1975,Výskum dynamického namáhania ťažkých pracovných mechanizmov menovite zdvíhacích a zemných strojov, - Košice : SjF VŠT - 1975. - 26 s.,"[SINAY, Juraj (60%)]",0,[]
BPČ/4643,GAI,1976,Meranie geometrie hlavných nosníkov mostového žeriava v zvislej rovine," - Košice : SjF VŠT, - 1976. - 39 s.","[BIGOŠ, Peter - PETRÁŠ, J. - SINAY, Juraj]",0,[]
BPČ/4644,GAI,1977,Dynamické vlastnosti vežového žeriava MB 80100, - Košice : SjF VŠT - 1977. - 112 s.,"[SINAY, Juraj (50%) - BUGÁR, Tibor (25%) - KUBÍN, Karol (25%)]",0,[]
BPČ/4645,GAI,1979,"Dynamické vlastnosti mostového žeriava VUDUT 12,5 t", - Košice : SjF VŠT - 1979. - 66 s.,"[SINAY, Juraj (40%)]",0,[]
BPČ/4647,GAI,1979,Pevnostné posúdenie dvoch variant korby pre nákladný automobil T 815, - Košice : SjF - 1979. - 42 s.,"[SINAY, Juraj (40%) - BIGOŠ, Peter (25%) - KASTELOVIČ, Eduard (25%)]",0,[]
BPČ/4635,GAI,1980,Syntéza a optimalizácia charakteristík mechanizmov menovite pracovných mechanizmov a manipulátorov, - Košice : SjF VŠT - 1980. - 105 s.,"[SINAY, Juraj (70%)]",0,[]
BPČ/4636,GAI,1980,Aplikačný výskum a prevádzkové skúšky obmedzovača nosnosti motorových žeriavov, - Košice : SjF VŠT - 1980. - 110 s.,"[SINAY, Juraj (50%) - BUGÁR, Tibor (25%) - ŠIMČÁK, P. (25%)]",0,[]
BPČ/4648,GAI,1980,Funkčný vzor obmedzovača nosnosti, - Košice : SjF - 1980. - 41 s.,"[SINAY, Juraj (50%) - BUGÁR, Tibor (25%) - ŠIMČÁK, P. (25%)]",0,[]
BPČ/4649,GAI,1980,Zařízení k elektromechanickému jištění proti přetěžování mostového jeřábu, - Košice : SjF - 1980.,"[SINAY, Juraj (100%)]",0,[]
BPČ/4634,GAI,1982,Výskum a vývoj zariadenia pre elektronické váženie bremien, - Košice : SjF VŠT - 1982. - 58 s.,"[SINAY, Juraj (40%) - BUGÁR, Tibor (30%) - BIGOŠ, Peter (30%)]",0,[]
BPČ/4637,GAI,1983,"Výskum dynamických vlastností a optimalizácia mechanizmov menovite dopravných, stavebných a poľnohospodárskych strojov", - Košice : SjF VŠT - 1983. - 34 s.,"[SINAY, Juraj (50%)]",0,[]
BPČ/4652,GAI,1983,Elektronický obmedzovač nosnosti a výroba 3 ks pre žeriav MB 2043, - Košice : SjF - 1983. - 145 s +.,"[SINAY, Juraj (50%) - BUGÁR, Tibor (25%) - ŠIMČÁK, P. (25%)]",0,[]
BPČ/4654,GAI,1984,Optimalizácia konštrukcie snímačov žeriavových váh vrátane ich umiestnenia pre hutnícke podmienky, - Košice : SjF - 1984.,"[SINAY, Juraj (50%)]",0,[]
BPČ/4655,GAI,1984,Vývoj skúšobného zariadenia pre transmisie poľnohospodárskych traktorov UR II B a UR IV, - Košice : SjF - 1984.,"[SINAY, Juraj (15%)]",0,[]
BPČ/4638,GAI,1985,"Výskum dynamického chovania sa a optimalizácia mechanizmov menovite dopravných, stavebných a poľnohospodárskych strojov", - Košice : SjF VŠT - 1985. - S.116-155.,"[SINAY, Juraj]",0,[]
BPČ/4656,GAI,1985,Konštrukčná úprava podvesného jednonosníkového žeriava, - Košice : SjF - 1985.,"[SINAY, Juraj (50%) - BUGÁR, Tibor (25%) - VOKÁL, J. (25%)]",0,[]
BPČ/4657,GAI,1985,Projektový návrh a prepočet ručného kozového žeriava pre banské podmienky, - Košice : SjF - 1985.,"[SINAY, Juraj (50%) - BIGOŠ, Peter (25%) - BUGÁR, Tibor (25%)]",0,[]
BPČ/4658,GAI,1985,Posúdenie konštrukcie hygienického zariadenia pre vhodnosť dopravy pomocou vrtuľníka, - Košice : SjF - 1985.,"[SINAY, Juraj (50%) - BIGOŠ, Peter (25%) - BUGÁR, Tibor (25%)]",0,[]
BPČ/4659,GAI,1985,Expertízne posúdenie zdvíhacích strojov v závode Rudňany," - Košice : SjF, - 1985.","[BIGOŠ, Peter - SINAY, Juraj - FARKAŠ, Ján - BUGÁR, Tibor]",0,[]
BPČ/4662,GAI,1987,Prognostická štúdia vývojových tendencií žeriavov v československom priemysle, - Košice : SjF - 1987.,"[SINAY, Juraj]",0,[]
BPČ/4663,GAI,1987,Elektronické vážiace zariadenia a ich realizácia v prevádzke automatických žeriavov, - Košice : SjF - 1987.,"[SINAY, Juraj]",0,[]
BPČ/4664,GAI,1987,Kmitanie na pokladači koľajových polí, - Košice : SjF - 1987. - b.s..,"[SINAY, Juraj (50%) - SINAYOVÁ, A. (50%)]",0,[]
BPČ/4665,GAI,1987,Vypracovanie metodiky pre experimentálne merania a skúšanie zdvíhacích strojov, - Košice : SjF - 1987.,"[SINAY, Juraj]",0,[]
120293,GAI,1989,Riadiaci systém automatickej regulácie rovinnatosti pásu 2ST, - Košice : VŠT - 1989. - 20 s..,"[TIMKO, Jaroslav (20%) - GIRMAN, Michal (10%) - FEDÁK, Viliam (10%) - FEDOR, Jozef (5%) - FEDOR, Pavol (5%) - POKORNÝ, Imrich (5%) - MAGYAR, František (5%) - HALUŠKA, Juraj (5%) - DUDRIK, Jaroslav (5%) - KIOVSKÝ, Ladislav (5%) - HALUŠKOVÁ, Marcela (5%) - FEDOR, Stanislav (5%) - HARČARUFKA, Rastislav (5%) - BOBER, Peter (5%) - HREHOROVÁ, Silvia (5%)]",0,[]
BPČ/4639,GAI,1990,"Optimalizácia dynamického správania sa strojov menovite dopravných, stavebných a poľnohospodárskych", - Košice : SjF VŠT - 1990. - 50 s.,"[SINAY, Juraj]",0,[]
BPČ/4640,GAI,1990,"Spoľahlivosť dopravných, stavebných a poľnohospodárskych strojov overovaných v laboratórnych podmienkach", - Košice : SjF VŠT - 1990. - 66 s.,"[SINAY, Juraj]",0,[]
BPČ/5804,GAI,1991,Modernizácia materiálového toku," - Košice : KVI Sjf TU, - 1991. - 89 s.","[KOVÁČ, Milan - GEFFERTOVÁ, Eva - KOTULIČ, Cyril]",0,[]
BPČ/5859,GAI,1991,Realizácia a vyhodnotenie prevádzkových skúšok malotraktora MT 8-070 Mini s vybranými druhmi náradia, - Košice : SjF TU - 1991. - 310 s.,"[SALANCI, Ján (25%) - SLOBODA, Aurel (25%) - KASTELOVIČ, Eduard (25%) - HALÁSZ, Juraj (25%)]",0,[]
BPČ/4642,GAI,1992,Teória identifikácie a ovládania technických rizík strojných systémov a zariadení, - Košice : SjF VŠT - 1992. - b.s..,"[SINAY, Juraj]",0,[]
BPČ/4666,GAI,1992,Systém pre identifikáciu a prognózovanie porúch niektorých strojníckych systémov vtechnologickom celku TŠP VSŽ a.s.Košice, - Košice : SjF - 1992. - b.s..,"[SINAY, Juraj (50%) - ORAVEC, Milan (10%) - BUGÁR, Tibor (10%) - SEMAN, J. (10%) - JURIS, Miroslav (10%) - SKLADANÝ, P. (10%)]",1,"['1996  [4] MADARÁSZ, L., VAŠČÁK, J., DZURÍK, D.: Koncepcia návrhu diagnostiky a vyhodnocovania rizík strojných zariadení. In: ATP Journal. Roč. 3, č. 4 (1996), s. 49-55.']"
BPČ/6139,GAI,1993,Koncepčná štúdia organizačného a informačného systému spoločnosti STAVOCONSUL s.r.o.., - Košice : TU - 1993. - 36 s..,"[CSIKÓSOVÁ, Adriana (10%) - LAVRIN, Anton (20%) - MIHOUČ, Ján (20%) - NOVEK, Zoltán (25%) - ŠTANGOVÁ, Nora (25%)]",0,[]
BPČ/6140,GAI,1993,Koncepčná štúdia organizačného a informačného systému spoločnosti STAVOCONSUL s.r.o..," - Košice : TU, - 1993. - 45 s..","[CSIKÓSOVÁ, Adriana (10%) - LAVRIN, Anton (20%) - MIHOUČ, Ján (20%) - NOVEK, Zoltán (25%) - ŠTANGOVÁ, Nora (25%)]",0,[]
BPČ/4641,GAI,1994,"Aplikácia metód technickej diagnostiky pre identifikáciu, prognózovanie a ovládanie technických rizík strojných systémov a zariadení", - Košice : SjF VŠT - 1994.,"[SINAY, Juraj (100%)]",0,[]
69237,GAI,2000,"Strategická vízia a rozvojové zámery regiónu Horného Gemera v kontexte podmienok, priorít a foriem účasti na projektoch EÚ, podporovaných štruktúrovanými fondmi pre regionálny rozvoj :"," - Košice : CTT TU, - 2000. - 141 s.","[LAVRIN, Anton (17%) - RASCHMAN, Róbert (17%) - HRIČKO, Jozef (17%) - SPIŠÁK, Ján (17%) - GROHOL, Milan (16%) - KLOBUŠICKÁ, Marcela (16%)]",0,[]
50913,GAI,2001,Marketingová analýza koksovateľného uhlia a koksu v Ruskej federácii, - Košice : s.n. - 2001. - [43 s.].,"[FISCHER, Gabriel (50%) - VITKO, Dušan (50%)]",0,[]
50914,GAI,2001,Analýza energetických surovinových zdrojov vo väzbe ne [!] elektrickú energiu v štátoch bývalej Juhoslávie, - [Košice : s.n.] - 2001. - [37 s.].,"[FISCHER, Gabriel (50%) - VITKO, Dušan (50%)]",0,[]
29228,GAI,2003,"Program hospodárskeho a sociálneho rozvoja obcí Vinné, Kaluža a Klokočov"," - Košice : Nadácia otvorenej spoločnosti, - 2003. - 93 s.","[ŠKOBLA, Daniel (17%) - CHRENKO, Milan (17%) - MÜLLER, Richard (17%) - HUDEC, Oto (17%) - BILÁ, Anna (17%) - KMECOVÁ, Zuzana (15%)]",0,[]
